Introdução à Biologia;Bem-vindo à Biologia!;https://pt.khanacademy.org/video/overview-of-biology;Visão geral da Biologia;Visão geral da biologia, o estudo da vida.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/allopatric-and-sympatric-speciation;Especiação;Aprenda sobre especiação, incluindo especiações alopátricas e simpátricas e mecanismos de isolamento reprodutivo.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/biodiversity-and-natural-selection-two;Biodiversidade e seleção natural;Padrões e processos de evolução. Como a seleção natural e a evolução se refletem nas semelhanças e diferenças entre os organismos. Vídeo de California Academy of Sciences.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/genetic-variation-gene-flow-and-new-species;Variações genéticas, fluxo gênico e novas espécies;Como as variações genéticas são a matéria prima da evolução e como a restrição do fluxo gênico pode levar à formação de novas espécies. Vídeo de California Academy of Sciences.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/discovering-the-tree-of-life;Descobrindo a árvore da vida;Descubra o elo entre as árvores evolutivas e a biodiversidade. Vídeo de California Academy of Sciences.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/understanding-and-building-phylogenetic-trees-or-cladograms;Compreendendo e construindo árvores filogenéticas;Aprenda a ler e desenhar árvores filogenéticas ou cladogramas.
A evolução e a árvore da vida;Especiação e árvores evolutivas;https://pt.khanacademy.org/video/2015-ap-biology-free-response-3;Biologia Avançada 2015 - Discursiva 3 - árvores filogenéticas;Pensando sobre a distância evolutiva entre as espécies. Construção de árvores filogenéticas (cladogramas).
História da vida na Terra;Formação da Terra e início da vida;https://pt.khanacademy.org/video/earth-formation;Formação da Terra;A Terra foi formada há aproximadamente 4,6 bilhões de anos, provavelmente como resultado de uma supernova (explosão de uma estrela). Os detritos desta explosão começaram a se unir devido à gravidade, formando o sol. A gravidade continuou a atrair as partículas, fazendo com que elas se juntassem em corpos maiores, até formar a Terra e os outros planetas do nosso sistema solar.
História da vida na Terra;Formação da Terra e início da vida;https://pt.khanacademy.org/video/beginnings-of-life;Início da vida;A vida e a fotossíntese começam a prosperar no éon Arqueano
História da vida na Terra;Formação da Terra e início da vida;https://pt.khanacademy.org/video/origins-of-life;As origens da vIda;Uma visão geral de como a vida surgiu na Terra.
História da vida na Terra;A diversificação da vida;https://pt.khanacademy.org/video/ozone-layer-and-eukaryotes-show-up-in-the-proterozoic-eon;A camada de ozônio e os eucariontes aparecem no Éon Proterozoico;A camada de ozônio e os eucariontes aparecem no Éon Proterozoico.  Grande evento de oxigenação (catástrofe do oxigênio).
História da vida na Terra;A diversificação da vida;https://pt.khanacademy.org/video/first-living-things-on-land-clarification;Esclarecimento sobre os primeiros seres vivos em solo;Esclarecimento sobre os primeiros seres vivos em solo (Este vídeo tem direitos autorais sob a licença Create Commons Attribution and Share-Alike CC-BY-SA)
História da vida na Terra;A diversificação da vida;https://pt.khanacademy.org/video/biodiversity-flourishes-in-phanerozoic-eon;A biodiversidade floresce no Éon Farenozoico;Explosão Cambriana e biodiversidade no Eon Fanerozoico
História da vida na Terra;A diversificação da vida;https://pt.khanacademy.org/video/human-evolution-overview;Visão geral sobre a evolução humana;Da extinção dos dinossauros até a humanidade
História da vida na Terra;Datações radiométricas;https://pt.khanacademy.org/video/chronometric-revolution;Revolução cronométrica;Discussão sobre as mudanças relativamente recentes em nossa capacidade como espécie para esclarecer nosso passado
História da vida na Terra;Datações radiométricas;https://pt.khanacademy.org/video/carbon-14-dating-1;Datação 1 com Carbono 14;Datação 1 com Carbono 14
História da vida na Terra;Datações radiométricas;https://pt.khanacademy.org/video/carbon-14-dating-2;Datação 2 com Carbono 14;Datação 2 com Carbono 14
História da vida na Terra;Datações radiométricas;https://pt.khanacademy.org/video/potassium-argon-k-ar-dating;Datação potássio-argônio (K-Ar);Como a datação K-Ar pode ser usada para datar rochas vulcânicas muito antigas e as coisas que podem estar enterradas ali
História da vida na Terra;Datações radiométricas;https://pt.khanacademy.org/video/k-ar-dating-calculation;Cálculo da datação K-Ar;Trabalhando através de um cálculo para a combinação K-Ar (é bom ter alguma experiência anterior com 'e' e logarítmos)
Ecologia;Introdução à Ecologia;https://pt.khanacademy.org/video/ecology-introduction;Introdução à Ecologia;Ecologia é o estudo de como os seres vivos interagem entre si e o seu ambiente. Isso inclui seres vivos (fatores bióticos) e não-vivos (fatores abióticos).
Ecologia;Introdução à ecologia populacional;https://pt.khanacademy.org/video/organism-life-history-and-fecundity;Estratégias de história de vida e fecundidade;Como os organismos usam diferentes estratégias de histórias de vida para maximizar a aptidão? Saiba mais sobre as maneiras que diferentes espécies alocam energia e outros recursos entre crescimento, manutenção/sobrevivência e reprodução.
Ecologia;Crescimento populacional e regulação;https://pt.khanacademy.org/video/exponential-and-logistic-growth-in-populations;Crescimento exponencial e logístico em populações;Saiba mais sobre taxas de crescimento da população e como elas podem ser modeladas por equações exponenciais e logísticas.
Ecologia;Crescimento populacional e regulação;https://pt.khanacademy.org/video/density-dependent-and-density-independent-population-regulation;Regulação da população;Saiba a diferença entre fatores dependentes e independentes de densidade que afetam o crescimento da população e explore exemplos de cada um.
Ecologia;Crescimento populacional e regulação;https://pt.khanacademy.org/video/predator-prey-cycle;Ciclos predador-presa;Qual o efeito das interações entre espécies sobre os tamanhos das populações envolvidas? Saiba mais sobre a dinâmica das populações de predadores e presas e como eles pode influir nos padrões de crescimento e declínio uns dos outros.
Ecologia;Crescimento populacional e regulação;https://pt.khanacademy.org/video/thomas-malthus-and-population-growth;Thomas malthus e crescimento populacional;As visões de Thomas Malthus sobre a população.  Limites de Maltus.
Ecologia;Introdução à ecologia de comunidades;https://pt.khanacademy.org/video/interactions-between-populations;Interações entre populações;Saiba mais sobre os vários tipos de interações interespecíficas: competição, predação, herbivoria, simbiose, parasitismo, mutualismo, comensalismo.
Ecologia;Introdução à ecologia de comunidades;https://pt.khanacademy.org/video/predator-prey-cycle;Ciclos predador-presa;Qual o efeito das interações entre espécies sobre os tamanhos das populações envolvidas? Saiba mais sobre a dinâmica das populações de predadores e presas e como eles pode influir nos padrões de crescimento e declínio uns dos outros.
Ecologia;Estrutura & diversidade da comunidade;https://pt.khanacademy.org/video/biodiversity-ecosystems-and-ecological-networks;Ecossistemas e redes ecológicas;Fluxo de energia e matéria através de ecossistemas. O que acontece se um ecossistema é perturbado. Vídeo de  California Academy of Sciences.
Ecologia;Estrutura & diversidade da comunidade;https://pt.khanacademy.org/video/introduced-species-and-biodiversity;Espécies introduzidas e biodiversidade;Ecologia
Estrutura & diversidade da comunidade;https://pt.khanacademy.org/video/ecological-succession;Sucessão ecológica;Comunidades são dinâmicas, mudam com o tempo e podemos observar este processo com particular clareza após uma perturbação ou em um novo local. Saiba mais sobre sucessão primária e secundária, bem como sobre espécies pioneiras.;Ecologia
Introdução aos ecossistemas;https://pt.khanacademy.org/video/ecosystems-and-biomes;Ecossistemas e biomas;Introdução aos ecossistemas. Como os ecossistemas terrestres são classificados em biomas.;Ecologia
Introdução aos ecossistemas;https://pt.khanacademy.org/video/flow-of-energy-and-matter-through-ecosystems;Fluxo de energia e matéria através dos ecossistemas;Vendo como energia e matéria fluem e são recicladas a partir de produtores primários (autotróficos) para consumidores primários, secundários e terciários.;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/biogeochemical-cycles;Visão geral de ciclos biogeoquímicos;Introdução a como a água, carbono, nitrogênio e fósforo são reciclados através de ecossistemas.;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/the-water-cycle;Ciclo da água;Como a energia do sol impulsiona o ciclo da água na Terra. ;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/carbon-cycle;O ciclo do carbono;Visão geral de como o carbono é reciclado através de nossa biosfera no ciclo do carbono.;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/nitrogen-cycle;O ciclo do nitrogênio;Como o nitrogênio é reciclado na nossa biosfera no ciclo do nitrogênio, incluindo a fixação de nitrogênio.;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/phosphorous-cycle;Ciclo do fósforo;Introdução ao ciclo do fósforo. Como o fósforo é reciclado a partir de fosfato em ATP e DNA.;Ecologia
Ciclos biogeoquímicos;https://pt.khanacademy.org/video/eutrophication-and-dead-zones;Eutrofização e zonas mortas;Como a eutrofização, causada por nutrientes em excesso, pode levar a zonas mortas.;Ecologia
Biogeografia;https://pt.khanacademy.org/video/distribution-how;Como a biodiversidade é distribuída globalmente;Como a biodiversidade é distribuída globalmente. Video de California Academy of Sciences.;Ecologia
Biogeografia;https://pt.khanacademy.org/video/distributionwhy;Porque a biodiversidade é distribuída desigualmente;Fatores que influenciam a distribuição global da biodiversidade. Vídeo de  California Academy of Sciences.;Ecologia
Biogeografia;https://pt.khanacademy.org/video/new-localities-lead-to-new-biodiversity;Novas localidades levam à nova biodiversidade;Biodiversidade e conservação;Ecossistemas e serviços de ecossistemas
https://pt.khanacademy.org/video/biodiversity-ecosystems-and-ecological-networks;Ecossistemas e redes ecológicas;Fluxo de energia e matéria através de ecossistemas. O que acontece se um ecossistema é perturbado. Vídeo de  California Academy of Sciences.;Biodiversidade e conservação;Ecossistemas e serviços de ecossistemas
https://pt.khanacademy.org/video/ecosystem-services;Serviços de ecossistemas;Descrevendo e quantificando os benefícios que ecossistemas saudáveis proporcionam aos seres humanos. Video por California Academy of Sciences.;Biodiversidade e conservação;Distribuição global da biodiversidade
https://pt.khanacademy.org/video/biodiversity-hotspot;O que é um hotspot de biodiversidade?;O que é um hotspot de biodiversidade e por que é importante preservar esses locais. Video por California Academy of Sciences.;Biodiversidade e conservação;Distribuição global da biodiversidade
https://pt.khanacademy.org/video/distribution-how;Como a biodiversidade é distribuída globalmente;Como a biodiversidade é distribuída globalmente. Video de California Academy of Sciences.;Biodiversidade e conservação;Distribuição global da biodiversidade
https://pt.khanacademy.org/video/distributionwhy;Porque a biodiversidade é distribuída desigualmente;Fatores que influenciam a distribuição global da biodiversidade. Vídeo de  California Academy of Sciences.;Biodiversidade e conservação;Ameaças à biodiversidade
https://pt.khanacademy.org/video/human-activities-that-threaten-biodiversity;Atividades humanas que ameaçam a biodiversidade;Atividades humanas que causam diminuição da biodiversidade. Video de California Academy of Sciences.;Biodiversidade e conservação;Ameaças à biodiversidade
https://pt.khanacademy.org/video/introduced-species-and-biodiversity;Espécies introduzidas e biodiversidade;Biodiversidade e conservação;Ameaças à biodiversidade;https://pt.khanacademy.org/video/how-does-climate-change-affect-biodiversity
Como a mudança climática afeta a biodiversidade?;Efeitos da mudança climática na biodiversidade. Video de California Academy of Sciences.;Biodiversidade e conservação;Ameaças à biodiversidade;https://pt.khanacademy.org/video/ocean-acidification-and-biodiversity-impacts
Desmistificando a acidificação dos oceanos e os impactos na biodiversidade;Por que o aumento dos níveis de dióxido de carbono na atmosfera afeta a acidez dos oceanos e quais as consequências disso para a vida marinha. Video de California Academy of Sciences.;Biodiversidade e conservação;Ameaças à biodiversidade;https://pt.khanacademy.org/video/biodiversity-and-extinction-then-and-now
Biodiversidade e extinção, antes e agora;Biodiversidade e conservação;Protegendo a biodiversidade;https://pt.khanacademy.org/video/conservation-and-the-race-to-save-biodiversity;Conservação e a corrida para salvar a biodiversidade
Diferentes abordagens sobre conservação e como elas podem proteger espécies e habitates. Video de California Academy of Sciences.;Biodiversidade e conservação;Protegendo a biodiversidade;https://pt.khanacademy.org/video/protecting-biodiversity-the-power-of-the-individual;Protegendo a biodiversidade: o poder do indivíduo
Biodiversidade e conservação;Protegendo a biodiversidade;https://pt.khanacademy.org/video/protecting-biodiversity-local-and-global-policies;Proteção da biodiversidade: políticas locais e globais;Biodiversidade e conservação
Níveis de biodiversidade;https://pt.khanacademy.org/video/genes-and-biodiversity;Genes e biodiversidade;Como o pool gênico contribui para a biodiversidade? Entenda como a diversidade genética dentro de populações contribui para a sobrevivência da espécie.  Video de California Academy of Sciences.;Biodiversidade e conservação
Níveis de biodiversidade;https://pt.khanacademy.org/video/ecosystem-biodiversity;Biodiversidade de ecossistemas;Os recifes de corais são todos iguais? Cada ecossistema regional tem seu próprio conjunto de espécies e cada um contribui de forma única para a biodiversidade global. Explore por que a diversidade de ecossistemas é importante para as decisões sobre conservação. Vídeo por  California Academy of Sciences.;Biodiversidade e conservação
Níveis de biodiversidade;https://pt.khanacademy.org/video/discovering-the-tree-of-life;Descobrindo a árvore da vida;Descubra o elo entre as árvores evolutivas e a biodiversidade. Vídeo de California Academy of Sciences.;Biologia Comportamental
Comportamento animal;https://www.youtube.com/watch?v=2E0bVIIVgGY&index=88&list=PLF2J-8QoLzYF0AE7L2qUktGiW4HKj0cZU;Zoologia: Introdução;Aula introdutória sobre zoologia, um ramo da biologia que estuda a estrutura, fisiologia, comportamento, evolução e classificação dos animais.;Biologia Comportamental
Comportamento animal;https://www.youtube.com/watch?v=rLRAZ1Mzqsg;Poríferos - Reino Animalia (Zoologia) - Prof. Paulo Jubilut ;Nesta aula o Prof. Paulo Jubilut explica as características do poríferos.;Biologia Comportamental
Comportamento animal;https://pt.khanacademy.org/video/animal-communication;Comunicação animal;Visite-nos (http://www.khanacademy.org/science/healthcare-and-medicine) para ver mais conteúdos sobre saúde e medicina ou (http://www.khanacademy.org/test-prep/mcat) para ver conteúdos relativos ao MCAT. ;Estes vídeos são meramente informativos e não fornecem aconselhamento médico. Estes vídeos não substituem a orientação, diagnóstico ou tratamentos do profissional médico. Procure sempre a orientação de um profissional da saúde qualificado se tiver quaisquer dúvidas a respeito de algum quadro médico. Nunca ignore as orientações de seu médico ou adie a procura do mesmo por causa de qualquer coisa que tenha lido ou visto em qualquer vídeo da Khan Academy.
Biologia Comportamental;Comportamento animal;https://pt.khanacademy.org/video/animal-behavior-foraging;Comportamento animal: forrageamento;Biologia humana
Sistemas circulatório e respiratório;https://pt.khanacademy.org/video/the-lungs-and-pulmonary-system;Os pulmões e o sistema respiratório;O sistema respiratório incluindo pulmões, laringe, traqueia, brônquios, bronquíolos, alvéolos e o diafragma torácico;Biologia humana
Sistemas circulatório e respiratório;https://pt.khanacademy.org/video/red-blood-cells;Glóbulos vermelhos;Consumo de oxigênio pela hemoglobina nos glóbulos vermelhos;Biologia humana
Sistemas circulatório e respiratório;https://pt.khanacademy.org/video/circulatory-system-and-the-heart;O sistema circulatório e o coração;Introdução ao sistema circulatório e ao coração;Biologia humana
Sistemas circulatório e respiratório;https://pt.khanacademy.org/video/hemoglobin;Hemoglobina;A hemoglobina e o seu papel no sistema circulatório;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/anatomy-of-a-neuron;Anatomia de um neurônio;Neurônios (ou células nervosas) são células especializadas que transmitem e recebem sinais elétricos no corpo. Os neurônios são compostos de três partes principais: dendritos, um corpo celular, e um axônio. Os sinais são recebidos através dos dendritos, viajam para o corpo celular e continuam para o axônio até atingir a sinapse (o ponto de comunicação entre dois neurônios).;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/sodium-potassium-pump;Bomba sódio-potássio;Como uma bomba de sódio-potássio pode manter um gradiente de voltagem no interior de uma célula ou membrana neural;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/correction-to-sodium-and-potassium-pump-video;Correção do vídeo "Bomba de sódio-potássio";Correção do vídeo "Bomba de sódio-potássio";Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/electrotonic-action-potential;Potenciais eletrotônico e de ação;Dois tipos diferentes de alterações no potencial da membrana de um neurônio.;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/saltatory-conduction-neurons;Condução saltatória em neurônios;Bainhas de mielina, nós de Ranvier e condução saltatória em neurônios.;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/neuronal-synapses-chemical;Sinapse nervosa (química);Como um neurônio pode estimular (ou inibir) outro neurônio em uma sinapse química;Biologia humana
O neurônio e o sistema nervoso;https://pt.khanacademy.org/video/overview-of-the-functions-of-the-cerebral-cortex;Visão geral das funções do córtex cerebral;Visite-nos (http://www.khanacademy.org/science/healthcare-and-medicine) para ver mais conteúdos sobre saúde e medicina ou (http://www.khanacademy.org/test-prep/mcat) para ver conteúdos relativos ao MCAT. ;Estes vídeos são meramente informativos e não fornecem aconselhamento médico. Estes vídeos não substituem a orientação, diagnóstico ou tratamentos do profissional médico. Procure sempre a orientação de um profissional da saúde qualificado se tiver quaisquer dúvidas a respeito de algum quadro médico. Nunca ignore as orientações de seu médico ou adie a procura do mesmo por causa de qualquer coisa que tenha lido ou visto em qualquer vídeo da Khan Academy.
Biologia humana;O rim e o néfron;https://pt.khanacademy.org/video/the-kidney-and-nephron;O rim e o néfron;Visão geral de como os néfrons dos rins filtram o sangue e reabsorvem água e outras moléculas.
Biologia humana;O rim e o néfron;https://pt.khanacademy.org/video/secondary-active-transport-in-the-nephron;Transporte ativo secundário no néfron;Transporte secundário ativo no néfron
Biologia humana;Músculos;https://pt.khanacademy.org/video/myosin-and-actin;Miosina e actina;Como a miosina e a actina interagem para produzir força mecânica. 
Biologia humana;Músculos;https://pt.khanacademy.org/video/tropomyosin-and-troponin-and-their-role-in-regulating-muscle-contraction;Como a tropomiosina e a troponina regulam a contração muscular;Como a concentração de íons cálcio determina se um músculo se contrai ou não.
Biologia humana;Músculos;https://www.youtube.com/watch?v=cY8ihmXysc8;Tecido Muscular - Histologia;Nesta videoaula o professor Samuel Cunha explica de forma detalhada o tecido muscular. A aula está dividida em duas partes, a segundo você encontra no youtube.
Biologia humana;Músculos;https://www.youtube.com/watch?v=x6S7yhxS4A0;Tecido Epitelial - Histologia Animal - Prof. Paulo Jubilut ;Nesta aula o Prof. Paulo Jubilut aborda as características, tipos celulares e funções do tecido epitelial.
Biologia humana;Músculos;https://www.youtube.com/watch?v=Vd9RVSKZoj4;Tecido Nervoso- Histologia;Nesta videoaula o professor Samuel Cunha explica as principais característica do tecido nervoso. Suas estruturas e função.
Biologia humana;Músculos;https://youtu.be/iM2pfdrkB0I;Biologia - Histologia - Visão Geral;Nesta videoaula você irá aprender sobre os tecidos do corpo e sua composição.
Biologia humana;Músculos;https://pt.khanacademy.org/video/role-of-the-sarcoplasmic-reticulum-in-muscle-cells;Função do retículo sarcoplasmático em células musculares;O papel do retículo sarcoplasmático no controle da concentração de íons de cálcio dentro da célula muscular.
Biologia humana;Músculos;https://pt.khanacademy.org/video/anatomy-of-a-muscle-cell;Anatomia de uma fibra de músculo esquelético;Conheça a estrutura de uma fibra muscular.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/role-of-phagocytes-in-innate-or-nonspecific-immunity;Papel dos fagócitos na imunidade inata ou inespecífica;O papel dos fagócitos em imunidade inata ou específica. Neutrófilos, macrófagos e células dendríticas. MHC II.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/types-of-immune-responses-innate-and-adaptive-humoral-vs-cell-mediated;Tipos de resposta imune: inata e adaptativa, humoral vs. mediada por células.;Imunidade inata vs. adaptativa. Imunidade humoral adaptativa vs. imunidade adaptativa mediada por células.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/b-lymphocytes-b-cells;Linfócitos B (células B);Visão geral das células B (linfócitos B) e como são ativadas e produzem anticorpos.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/professional-antigen-presenting-cells-apc-and-mhc-ii-complexes;Células apresentadoras de antígenos e os complexos MHC II;As células apresentadoras de antígenos profissionais (APCs do inglês Antigen Presenting Cells) são células do sistema imunológico que são especializadas em apresentar um antígeno para uma célula T. Os tipos principais das APCs profissionais são células dendríticas (DC), macrófagos e células B. Uma APC profissional pega um antígeno, processa-o e retorna partes dele para a superfície, juntamente com um complexo de histocompatibilidade de classe II (MHC do inglês Major Histocompatibility Complex). A célula T é ativada quando interage com o complexo formado.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/helper-t-cells;Células T helper;Introdução às células T auxiliares e seu papel na ativação das células B.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/cytotoxic-t-cell-mhc-i-complexes;Células T citotóxicas e complexos MHC I;Como células danificadas apresentam antígenos de dentro da célula no MHC I e são reconhecidas por células T citotóxicas.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/review-of-b-cells-cd4-t-cells-and-cd8-t-cells;Análise de células B, células CD4+ T e células CD8+ T;Revisão das células B, células CD4+ e células T CD8+.
Biologia humana;Imunologia;https://pt.khanacademy.org/video/inflammatory-response;Resposta inflamatória;Visão geral da resposta inflamatória.
Biologia vegetal;Respostas das plantas à luz;https://pt.khanacademy.org/video/phototropism;Fototropismo;Fototropismo e o papel desempenhado pela auxina.
Biologia vegetal;Respostas das plantas à luz;https://pt.khanacademy.org/video/2015-ap-biology-free-response-5;Biologia Avançada 2015 - Discursiva 5;Investigação de fototropismo.
Biologia vegetal;Respostas das plantas à luz;https://pt.khanacademy.org/video/photoperiodism;Fotoperiodismo;Como as plantas podem regular processos como a floração com base  no comprimento do dia (fotoperíodo).
Biologia vegetal;Respostas das plantas à luz;https://www.youtube.com/watch?v=nLRy7t8T0W4;Grupos Vegetais - Briófitas, Pteridófitas, Gimnospermas e Angiospermas - Prof. Paulo Jubilut ;Nesta aula o Prof. Paulo Jubilut explica sobre as Briófitas, Pteridófitas, Gimnospermas e Angiosperma. Conteúdo cobrado pelos  principais vestibulares na área de Botânica. 
Biologia vegetal;Respostas das plantas à luz;https://www.youtube.com/watch?v=cE0ar0EROyQ;Briófitas e Pteridófita - Minuto do Biomacete;Dicas e macete para entender a diferença entre as briófitas e as pteridófitas.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/bio101-carbon;Por que o carbono está em toda parte;Hank discute as propriedades do carbono e o comportamento de ligação dos átomos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-102;Água - Líquido irado;Hank ensina porque a água é uma das mais fascinantes e importantes substâncias do universo.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-103;Moléculas biológicas: você é o que você come;Hank fala sobre as moléculas que constituem cada ser vivo - carboidratos, lipídios e proteínas - e como encontrá-los no nosso ambiente e no alimento que ingerimos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-104;Eucariópolis - A cidade das células animais;Hank nos fala sobre a cidade Eukariópolis - a célula animal que é responsável por todas as coisas legais que acontecem em nosso corpo.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-105;Na boate - Membranas e transporte;Hank descreve como as células controlam seus conteúdos e  se comunicam umas com as outras por meio de mecanismos dentro da membrana celular.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-106;Células vegetais;Hank descreve por que as plantas são tão incríveis - discutindo sua evolução e como suas células são tão semelhantes e tão diferentes das células animais.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-107;ATP e respiração;Aqui Hank dá um empurrão na ciência e descreve a "economia" da respiração celular e os vários processos por meio dos quais nossos corpos armazenam energia na forma de ATP.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-108;Fotossíntese;Hank explica as séries de reações extremamente complexas por meio das quais as plantas alimentam-se de luz solar, dióxido de carbono e água e também criam alguns produtos muito gostosos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://www.youtube.com/watch?v=tZOcnWuAv6M;Plantas Carnívoras - Curiosidade em Biologia;Curiosidades sobre o que são e quam são as plantas carnívoras.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-109;Hereditariedade;Hank e seu irmão John discutem hereditariedade através do exemplo asqueroso da umidade relativa da cera de ouvido. 
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-111;DNA, hot pockets e a maior palavra do mundo;Hank imagina como seria invadir a fábrica da Hot Pocket para roubar suas receitas secretas e manuais de instrução para nos ajudar a entender como os processos conhecidos como transcrição e translação de DNA permitem que nossas células construam proteínas.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-112a;Mitose: É complicado se separar;Hank descreve mitose e citocinese - as séries de processos que nossas células   realizam para dividir-se em duas cópias idênticas.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-112b;Meiose: Onde começa o sexo;Hank vai fundo ao âmago da questão sobre meiose, o tipo especial de divisão celular necessária para a reprodução sexual nos organismos eucarióticos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-113;Seleção natural;Hank nos orienta sobre o processo de seleção natural, o mecanismo-chave da evolução.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-114;Especiação: sobre ligres e homens;Hank explica especiação - o processo evolutivo pelo qual surgem novas espécies biológicas - em termos de tentilhões, ligres, mulas e cães.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-115;Desenvolvimento animal: Somos meros tubos;Hank discute o processo pelo qual os organismos crescem e se desenvolvem, mantendo o fato de que, afinal, somos todos apenas tubos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-116;Desenvolvimento evolutivo: Dentes de galinha;Hank nos introduz ao campo relativamente novo da biologia do desenvolvimento evolutivo, que compara os processos de desenvolvimento de diferentes organismos para determinar a relação ancestral e para descobrir como esses processos evoluíram. E também às moscas de frutas com olhos nas pernas e às galinhas com dentes!
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-117;Genética populacional: Quando Darwin se juntou a Mendel;Hank fala sobre a genética de populações, que ajuda a explicar a evolução das populações ao longo do tempo ao combinar os princípios de Mendel e Darwin e por meio da equação de Hardy-Weinberg.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-118;Taxonomia: O sistema de arquivamento da vida;Hank nos fala sobre o histórico e também sobre a importância da ciência da classificação dos seres vivos, também conhecida como taxonomia.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-119;Evolução: Um Fato;Hank nos introduz na discussão sobre a evolução, não a um debate. A distribuição do gene muda ao longo do tempo, através de sucessivas gerações, para dar origem à diversidade em todos os níveis da organização biológica.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-120;Anatomia comparada: o que nos torna animais;Hank nos apresenta a anatomia comparativa, que estuda as semelhanças e diferenças na anatomia animal para apoiar a teoria da evolução e da ancestralidade comum dos seres vivos.
Curso intensivo: Biologia e Ecologia;Curso intensivo: Biologia;https://pt.khanacademy.org/video/crash-course-biology-121;Animais simples: Esponjas, águas-vivas e polvos;Hank nos apresenta ao "mais simples" dos animais, com a sabedoria da complexidade: começa com as esponjas (cuja própria inclusão na lista como "animais" foi posta em dúvida porque eles são tão simples) e termina com os mais complexo moluscos, polvos e lulas. Diferenciamos esses organismos pelo número de camadas de tecido que têm e pela complexidade dessas camadas.
